,Unnamed: 0,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,senti
0,1,"RT @FroederManu: Ah, se o problema fosse só a Dilma ... https://t.co/cvTlL7FUcP",False,0,,2016-03-15 22:53:44,False,,709875256308199424,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GodenotFC,1786,True,False,,,Neutro
1,2,Dilma: 'indignada' com tentativa de envolvê-la com ato de Mercadante[@G1]A mulher @dilmabr vive CERCADA DE BANDIDOS e se diz SANTA???,False,0,,2016-03-15 22:53:43,False,,709875253749673984,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LIPPEALMEIDA,0,False,False,,,Neutro
2,3,@AruanFelix somos todos filhos da Dilma ebaaaaaa,False,0,AruanFelix,2016-03-15 22:53:43,False,7.098750372816404e+17,709875252638130176,59339558.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PudimDoAruan,0,False,False,,,Neutro
3,4,"RT @Estadao: 'Dilma Rousseff tinha pleno conhecimento do processo de aquisição em Pasadena', diz delação https://t.co/MpBYyfPPiB",False,0,,2016-03-15 22:53:43,False,,709875249911824386,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fnando_JP,59,True,False,,,Neutro
4,5,RT @JornalOGlobo: Lula deixa SP para se encontrar com Dilma em Brasília e avaliar os impactos para o governo. https://t.co/YTrkooHl3W https…,False,0,,2016-03-15 22:53:42,False,,709875246900375553,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",eyelegal,46,True,False,,,Positivo
5,6,"RT @professorcirino: .
Não vamos nos distrair com coisas do Delcidio.

Dia 18 Mar apoio total a Dilma e Lula nas ruas

É guerra mesmo.

. h…",False,0,,2016-03-15 22:53:41,False,,709875244195037186,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",dionianjos,4,True,False,,,Neutro
6,7,RT @blogsertao: Delcídio diz em delação que Dilma agiu para acabar com a corrupção em Furnas https://t.co/1CcSBTPDVN,False,0,,2016-03-15 22:53:41,False,,709875243716890624,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sigaesquerda,14,True,False,,,Neutro
7,8,"RT @gazetadopovo: Janot vai decidir se pede abertura de inquérito contra Dilma
 https://t.co/bAjFqjASvs https://t.co/UCxWBcIqOc",False,0,,2016-03-15 22:53:40,False,,709875239962996736,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ricardaogbrasil,4,True,False,,,Neutro
8,9,@brasil247 Reuters confirma Lula como ministro de Dilma,False,0,nona_alves,2016-03-15 22:53:40,False,7.098738743982203e+17,709875237811265536,636152342.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nona_alves,0,False,False,,,Neutro
9,10,"RT @BlogDoPim: Mercadante tenta blindar Dilma: ""A responsabilidade é totalmente minha"". Faltou acrescentar: pelo menos é o que a chefe me m…",False,0,,2016-03-15 22:53:39,False,,709875233457631233,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jmvflu,203,True,False,,,Neutro
10,11,@AruanFelix Sai dessa vida de Dilma ajdnanxjanj e entra pra minha,False,0,AruanFelix,2016-03-15 22:53:38,False,,709875232643874816,59339558.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NandaPlay2,0,False,False,,,Neutro
11,12,RT @rodolfogbw: Janot vai avaliar se denuncia ou não Dilma! Pressão nesse sujeito!,False,0,,2016-03-15 22:53:38,False,,709875229510737920,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",skullmann,5,True,False,,,Negativo
12,13,"RT @coelho_socorro: AH! É MUITO LIXOOOO! 
NÃO ESQUEÇAM QUE DELCÍDIO ERA O LÍDER DO GOVERNO NO SENADO.O HOMEM FORTE DE DILMA E LULA. https:/…",False,0,,2016-03-15 22:53:38,False,,709875228634189824,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Betacpm,55,True,False,,,Neutro
