,Unnamed: 0,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,senti
0,1,RT @blogdojosias: Não fazem nexo alegações de Dilma e Mercadante sobre a ação anti-delação https://t.co/dGWaNOc32a,False,0,,2016-03-15 23:31:46,False,,709884826678067200,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gustavo_Jaime,26,True,False,,,Neutro
1,2,nao pd duvida nao pq o dinheiro e fama  cega as pessoas e maioria desses minist d stf sao indi pelo presidente da republi com lula e dilma,False,0,,2016-03-15 23:31:46,False,,709884825465987073,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",josepiedoso71,0,False,False,,,Neutro
2,3,RT @guidorezende: Deu ruim pro Japonês da Federal o herói dos que lutam contra a corrupção seletiva. https://t.co/8C7BDQJNMi,False,0,,2016-03-15 23:31:45,False,,709884823796621313,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",avanti_dilma,37,True,False,,,Neutro
3,4,"RT @fonseca_cesar: Eu também! Eu também!
#Dilma nós, o Povo, te amamos!
#MinistroLula Nós, o Povo, confiamos em você! https://t.co/2r6wk3Bn�?�",False,0,,2016-03-15 23:31:45,False,,709884821263294464,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CleydeRoncarati,4,True,False,,,Neutro
4,5,RT @RevistaEpoca: Dilma foi à casa de Sarney em busca de conselho do ex-presidente https://t.co/laQIZf216f https://t.co/cyFHIYBaLX,False,0,,2016-03-15 23:31:44,False,,709884819396812800,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",luciane_amaral,23,True,False,,,Neutro
5,6,"RT @lobaoeletrico: Janot avalia investigar Dilma
https://t.co/pCTEvuU6aX",False,0,,2016-03-15 23:31:44,False,,709884819388370944,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fernand02901367,30,True,False,,,Neutro
6,7,@lucianaccc @christinaguiar @cristilobo efeito contrário. Dilma está demorando em demitir o Mercadante. Ela se complica c/convicções tolas.,False,0,lucianaccc,2016-03-15 23:31:44,False,7.09884197721215e+17,709884817173843968,55262261.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joaopauloaguia,0,False,False,,,Neutro
7,8,"RT @JackCanalha: Um GTA onde Lula, Dilma e o PT roubam milhões do Brasil e tentam fugir da Polícia Federal em várias missões até chegar em �?�",False,0,,2016-03-15 23:31:43,False,,709884815290605568,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",Felipericarte18,21,True,False,,,Neutro
8,9,RT @amigotiago: Tava todo mundo em FURNAS roubando sossegado até que Dilma chegou e botou ordem na casa.Aí o Cunha virou bicho. https://t.c�?�,False,0,,2016-03-15 23:31:43,False,,709884814720114688,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",souza140neve,18,True,False,,,Neutro
9,10,RT @Estadao: Cunha já admite novo pedido de impeachment de Dilma caso atual seja rejeitado https://t.co/9y4OexSZk9,False,0,,2016-03-15 23:31:42,False,,709884811557662720,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Luizpeew,55,True,False,,,Neutro
10,11,RT @brasil247: Delcídio fala em propina para PFL (atual DEM) no governo FHC | Brasil 24/7 https://t.co/O3oQYbQfAn via @brasil247,False,0,,2016-03-15 23:31:42,False,,709884808986501120,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",avanti_dilma,24,True,False,,,Negativo
11,12,"Giro do Twitter 
Esse arrombado @AntonioBander chama Dilma de presidenta e Xico Sá de professor https://t.co/orfhvaFvgG",False,0,,2016-03-15 23:31:41,False,,709884807023628288,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",edmilsonpapo10,0,False,False,,,Neutro
12,13,"RT @correio: Dilma repudia com ""indignação"" envolvimento de seu nome por Mercadante https://t.co/sWtwZdiyKZ https://t.co/5kLmbiVjwk",False,0,,2016-03-15 23:31:41,False,,709884805744300033,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GervDav,1,True,False,,,Neutro
13,14,"RT @JackCanalha: Um GTA onde Lula, Dilma e o PT roubam milhões do Brasil e tentam fugir da Polícia Federal em várias missões até chegar em �?�",False,0,,2016-03-15 23:31:41,False,,709884805601763328,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",raul_saaga,21,True,False,,,Neutro
14,15,"RT @jgeraldo1966: OH,DONA DILMA!ACHOU QUE ESCAPARIA TAMB�??  MIrritada, Dilma diz que contato com Delcídio foi iniciativa de Mercadante http�?�",False,0,,2016-03-15 23:31:41,False,,709884804804829184,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",moisesmeireles1,1,True,False,,,Neutro
15,16,RT @carvalho240163: Cunha quer o pescoço de Dilma pq ela ferrou os esquemas dele em Furnas. https://t.co/mhuZYndyGV,False,0,,2016-03-15 23:31:41,False,,709884804565745664,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",joorodrigues16,48,True,False,,,Neutro
16,17,JN vai começar a detonar o lula e a Dilma,False,0,,2016-03-15 23:31:40,False,,709884802485374977,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",deusnoslivrept,0,False,False,,,Neutro
17,18,"RT @mildignos: O PT E O LULA EST�?O DANDO UM GOLPE, EST�?O AFASTANDO DILMA E O LULA ASSUMINDO O GOVERNO.  N�?O PODEMOS PERMITIR. https://t.co/�?�",False,0,,2016-03-15 23:31:40,False,,709884801734545408,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liechoscki,1,True,False,,,Neutro
18,19,"RT @ReginaSalomo: Delcídio diz q Dilma desmontou o esquema de ilegalidade em Furnas,retirando os aliados do Cunha.
O ódio começou aí https:�?�",False,0,,2016-03-15 23:31:40,False,,709884801210253312,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Rutger_Hauer,82,True,False,,,Neutro
19,20,@oobservadorbr Dilma era uma executiva e não estava preparada para o jogo da politica.Matar um leão por dia.,False,0,oobservadorbr,2016-03-15 23:31:40,False,7.097598545089085e+17,709884800241418240,132005075.0,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",geaneliby,0,False,False,-35.9071125,-7.23931625,Neutro
20,21,"RT @stanleyburburin: 1) Com essa denúncia de Delcídio contra Aécio, líder do golpe e presidente do PSDB, acho que o PMDB vai voltar corrend�?�",False,0,,2016-03-15 23:31:37,False,,709884791093633024,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",avanti_dilma,16,True,False,,,Neutro
21,22,RT @fegrisch: Que mané Dilma e Lula. Fernandinho vai ser relacionado pro jogo de hoje e vocês preocupados com o Brasil.,False,0,,2016-03-15 23:31:37,False,,709884788212113410,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alexandreB03,17,True,False,,,Neutro
22,23,"RT @caioblinder: Na Eurasia: upgrade de Lula ao ministério em suspenso e com torpedos do Delcidio, ele não tem como salvar Dilma",False,0,,2016-03-15 23:31:36,False,,709884787419439108,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KPiracicaba,23,True,False,,,Neutro
23,24,"A Globo não cansa de falar de ""delação premiada"", Delcidio do Amaral, Lula e Dilma não?",False,0,,2016-03-15 23:31:35,False,,709884782876827648,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dayane_punkake,0,False,False,,,Neutro
24,25,Delcídio: Dilma matou focos de corrupção de Cunha e Aécio https://t.co/KN8p41bHvn,False,0,,2016-03-15 23:31:35,False,,709884782117851136,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AndreiRT,0,False,False,,,Neutro
25,26,"RT @huffpostbrasil: Delcídio afirma em delação que Furnas foi início do conflito entre Dilma e Cunha
https://t.co/RXfreIx1QV https://t.co/G�?�",False,0,,2016-03-15 23:31:35,False,,709884780293263361,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FreireJuliano,32,True,False,,,Neutro
26,27,RT @diogomainardi: DELC�?DIO AMARAL: FUI ESCALADO POR DILMA E LULA PARA BARRAR LAVA JATO. https://t.co/JMQveHnWRt,False,0,,2016-03-15 23:31:35,False,,709884780188401665,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KPiracicaba,169,True,False,,,Neutro
27,28,"RT @AndreiaSadi: EXCLUSIVO: assessor de Delcidio diz à GloboNews ""não ter dúvidas"" que Mercadante o procurou a pedido de Dilma. Na @GloboNe�?�",False,0,,2016-03-15 23:31:34,False,,709884777650855940,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yec_terrza,299,True,False,,,Neutro
28,29,Lula aceita ser ministro de Dilma | Correio da Amazônia https://t.co/sBiT5G46oi,False,0,,2016-03-15 23:31:34,False,,709884775369039872,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",boaventura2020,0,False,False,,,Neutro
29,30,"Para cúpula do PMDB, Dilma abdica do governo ao trazer Lula para ministério https://t.co/6a7UL906rR",False,0,,2016-03-15 23:31:33,False,,709884771468337152,,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",manjotudo,0,False,False,,,Neutro
30,31,"RT @denpaula: Nós sabemos e Cunha também sabe que Dilma é uma Rocha. 
#DilmaRochaRousseff https://t.co/lbcpUy3XcM",False,0,,2016-03-15 23:31:33,False,,709884770856075269,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CleydeRoncarati,2,True,False,,,Neutro
31,32,RT @DeividSafa: Deivid gagueja mais que a Dilma nas entrevistas...,False,0,,2016-03-15 23:31:32,False,,709884770315059200,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Monaa_costa,4,True,False,,,Negativo
