,Unnamed: 0,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,senti
0,1,RT @ProgramadorREAL: Lula aceitar ministério só mostra fraqueza da Dilma. Se ela tivesse podendo era só baixar um decreto de que ex-preside�?�,False,0,,2016-03-14 22:04:33,False,,709500490158051329,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",brandosilvamota,2,True,False,,,Neutro
1,2,"Deputados: Aprovem o Pedido de Impeachment da Presidente Dilma - Assine o abaixo-assinado!
https://t.co/pGkt1vYdlX",False,0,,2016-03-14 22:04:32,False,,709500487515697154,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Guaraci_luiz201,0,False,False,,,Neutro
2,3,Lula decide viajar a Brasília para discutir com Dilma ministério https://t.co/d4O1keTiRC,False,0,,2016-03-14 22:04:32,False,,709500485833773056,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",ProsperoEFP,0,False,False,,,Neutro
3,4,"Dilma anuncia sub-procurador geral da República para o ministério da Justiça: 
A presidente Dilma Rousseff an... https://t.co/LWbixwSItu",False,0,,2016-03-14 22:04:31,False,,709500483228934144,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",romoaldanovinha,0,False,False,,,Neutro
4,5,Nomeação de ministro! Dilma vai colocar umas 1000 cerejas no bolo! �? um misto de arrogância com incompetência para salvar o padrinho,False,0,,2016-03-14 22:04:31,False,,709500482096668672,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lulavilar,0,False,False,,,Neutro
5,6,"Dilma anuncia sub-procurador geral da República para o ministério da Justiça: 
A presidente Dilma Rousseff an... https://t.co/JyYk1hyX7J",False,0,,2016-03-14 22:04:31,False,,709500481899397121,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",sandrogariel,0,False,False,,,Neutro
6,7,"RT @libdep: Um acobertador no Ministro da Justiça, um ladrão na Casa Civil.
Dilma &amp; governistas mostrando que não há mais a mínima vergonha�?�",False,0,,2016-03-14 22:04:31,False,,709500481652047872,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",palhacoinflado,7,True,False,,,Neutro
7,8,"RT @millylacombe: �??Como vc ainda consegue defender a Dilma?�??
�??Gents. Não defendo a Dilma. A administração que ela faz é indefensável. Defen�?�",False,0,,2016-03-14 22:04:30,False,,709500479596859393,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Triele,12,True,False,,,Neutro
8,9,#operacaobetalab Lula deve aceitar convite de Dilma para ser ministro https://t.co/vueTDcIzg1 #rt #sdv,False,0,,2016-03-14 22:04:30,False,,709500477080141824,,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",sandrabeta0,0,False,False,,,Neutro
9,10,Novo artigo - acesse Lula deve aceitar convite de Dilma para ser ministro https://t.co/T4hDWNWfvY https://t.co/8aoUXT9fH6,False,0,,2016-03-14 22:04:29,False,,709500474735468545,,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Porco_Velho,0,False,False,,,Neutro
10,11,"RT @jornas13: Resta saber se a opinião pública reagirá bem à indicação do ex-presidente. Mais do que nunca, Dilma precisará demonstrar sabe�?�",False,0,,2016-03-14 22:04:29,False,,709500472898560001,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",flavioporto_,5,True,False,,,Neutro
11,12,Fontes indicam: falta um mindinho pro Lula aceitar uma vaga no ministério de Dilma. Acompanhemos.,False,0,,2016-03-14 22:04:29,False,,709500472625917952,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jocalda,0,False,False,,,Neutro
12,13,"@pecesiqueira se ele aceitar o Ministério será mais um motivo para o Impeachment de Dilma, por isso a torcida.",False,0,pecesiqueira,2016-03-14 22:04:28,False,7.095001911209492e+17,709500468142194688,21068395.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RicardoBHZ,0,False,False,,,Neutro
13,14,"ô dilma
mas que vergonha
a passagem de busão
ta mais cara que a maconha",False,0,,2016-03-14 22:04:27,False,,709500464501542913,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pedromassucatto,0,False,False,,,Neutro
14,15,"RT @MauricioTuitero: 3 millones de personas marchando en contra de la corrupción y pidiendo la salida de Dilma
#ForaDilma #ForaPT 
https://�?�",False,0,,2016-03-14 22:04:26,False,,709500463192870912,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NicoolasCoortes,228,True,False,,,Neutro
15,16,"Danilo es más corrupto que Dilma, y en R.D. nada de nada, ¡qué porqueria de país más corrupto! https://t.co/7KKCDn1G0K",False,0,,2016-03-14 22:04:26,False,,709500461041229824,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Mf7Arkglmiguel,0,False,False,,,Neutro
16,17,RT @brasil247: Lula deve aceitar convite para ser ministro de Dilma https://t.co/RWI1YzyBrk via @brasil247,False,0,,2016-03-14 22:04:26,False,,709500460181360642,,"<a href=""http://intervox.nce.ufrj.br/dosvox"" rel=""nofollow"">TweeterVox</a>",NormanDavisJr1,30,True,False,,,Neutro
17,18,"RT @Estadao: Após conversar com Dilma, Lula deve decidir sobre ministério até quarta-feira https://t.co/ELW1us8Jkt",False,0,,2016-03-14 22:04:25,False,,709500458633707520,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",denisetafarello,13,True,False,,,Neutro
18,19,"RT @jornas13: Lula, com sua experiência de 8 anos como presidente do país, fora os anos de militância, será de grande valor par ao governo �?�",False,0,,2016-03-14 22:04:24,False,,709500454795919360,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",flavioporto_,9,True,False,,,Neutro
