,Unnamed: 0,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,senti
0,1,"RT @Ary_AntiPT: ""@folha_poder: Ministro do STF confirma delação de Delcídio que cita Dilma e Lula. https://t.co/AiBSeYdlaj""
#LulaGolpista T�?�",False,0,,2016-03-16 00:41:54,False,,709902477248897024,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nevescorretor,5,True,False,,,Neutro
1,2,"RT @Rede45: Mais um recorde de Dilma: desemprego no Brasil cresce 8,5%, maior alta desde 2012 https://t.co/0ZgleQy8oy #DesgovernoDilma",False,0,,2016-03-16 00:41:52,False,,709902470261121024,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smpraddo,21,True,False,,,Neutro
2,3,O Lula como ministro do Gov. Dilma é de fato um escárnio c os brasileiros que tomaram as ruas domingo. Panelaço amanhã. Lula em Fugademoro.,False,0,,2016-03-16 00:41:52,False,,709902469078376448,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pastorananias,0,False,False,,,Neutro
3,4,RT @edugoldenberg: A você eu sei. Ambos te chamarão de BABACA. RT @BlogdoNoblat: Como Dilma chamará Lula? De ministro? De presidente? E ele�?�,False,0,,2016-03-16 00:41:52,False,,709902467543252992,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Nego_bom_hp,32,True,False,,,Neutro
4,5,Lula e Dilma estão reunidos e estão tranquilos... Alguém manda Jandirão ir lá PELAMORRRR... #LulaGolpista,False,0,,2016-03-16 00:41:51,False,,709902463025979393,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",reclamadoria,0,False,False,,,Neutro
5,6,"@paulocolnaghi Sim. Dilma foi posta diante do seguinte dilema: ""P/quem vc prefere cair? Temer ou Lula?""",False,0,paulocolnaghi,2016-03-16 00:41:51,False,7.098999310337188e+17,709902463009169409,140528630.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndreaPires1,0,False,False,,,Neutro
6,7,"RT @g1: Para assessor de Delcídio do Amaral, Mercadante agiu a mando de Dilma https://t.co/RvGcs5bNSr #G1 https://t.co/yEqrR4RLOV",False,0,,2016-03-16 00:41:50,False,,709902459129499649,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlvarenMarilia,59,True,False,,,Positivo
7,8,#MasterChefBR faz uma pizza anti dilma pra mim,False,0,,2016-03-16 00:41:50,False,,709902458890395650,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DiegoSaibot,0,False,False,,,Neutro
8,9,"Essa Dona Encarnação de Velho Chico, deveria ser ministra da uma olhada Dilma !
#globo #velhochico",False,0,,2016-03-16 00:41:49,False,,709902458022191104,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",paulinhorosa29,0,False,False,,,Neutro
9,10,RT @diogomainardi: DELC�?DIO AMARAL: FUI ESCALADO POR DILMA E LULA PARA BARRAR LAVA JATO. https://t.co/JMQveHnWRt,False,0,,2016-03-16 00:41:48,False,,709902452166885376,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Enidepaula,173,True,False,,,Neutro
10,11,RT @JornalOGlobo: Lula está reunido com Dilma para discutir ministério. https://t.co/AV4NHKgJaP https://t.co/bLq3eupf6m,False,0,,2016-03-16 00:41:48,False,,709902451210653697,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MARcoKAlife,32,True,False,,,Positivo
11,12,RT @ppbuxbaum: Dilma acabou com o esquema de Aécio e Cunha em Furnas. Agora ela paga o preço por ser honesta https://t.co/fWxB3LQj7N,False,0,,2016-03-16 00:41:47,False,,709902446932393984,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Armandofsales,12,True,False,,,Neutro
12,13,RT @JornalOGlobo: Lula está reunido com Dilma para discutir ministério. https://t.co/AV4NHKgJaP https://t.co/bLq3eupf6m,False,0,,2016-03-16 00:41:46,False,,709902445162438657,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",machadomaely,32,True,False,,,Positivo
13,14,RT @teresinhalopes: O governo da Dilma virou um covil onde se escondem investigados!,False,0,,2016-03-16 00:41:44,False,,709902435356164097,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ArcangelMigu,16,True,False,,,Neutro
14,15,Dilma Rousseff tem só uma saída ou põe a economia pra andar ou nada vai acontecer.,False,0,,2016-03-16 00:41:44,False,,709902434622164992,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hungarobarros,0,False,False,,,Neutro
15,16,"RT @rogeriovalente: O @DelcidioA diz na delação que Bumlai era o ""consigliere da família Lula"".Então @LulapeloBrasil é MAFIOSO. https://t.c�?�",False,0,,2016-03-16 00:41:43,False,,709902432818561025,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nevescorretor,3,True,False,,,Neutro
16,17,"O ex presidente Luiz Inácio Lula da Silva, aceitando a proposta de Dilma, com apoio dos governistas ao cargo de... https://t.co/PDh7nip4jv",False,0,,2016-03-16 00:41:43,False,,709902429823832064,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",AlbanoRibas,0,False,False,,,Neutro
17,18,"... ESQUECENDO-SE TOTALMENTE QUE OS ""CHEFES"" DA ORGANIZA�?�?O  S�?O LULLA E DILMA ROUSSEF �?? O ministro Marco Aurélio... https://t.co/k6nG7ad0Wq",False,0,,2016-03-16 00:41:43,False,,709902429173751808,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",richardmarcos,0,False,False,,,Neutro
18,19,Homologada delação de Delcídio. Acabou para Lula e Dilma. Não há ministério que salve https://t.co/zRLwY7yWby,False,0,,2016-03-16 00:41:41,False,,709902422286667777,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Youngornelas1,0,False,False,,,Neutro
19,20,"RT @_frazzon: Citações na delação

Lula = 186
Dilma = 72
Mercadante = 34
Aecio = 14
Cunha = 21
Renan =  29
Temer = 11
@SenadorCaiado = 0
@D�?�",False,0,,2016-03-16 00:41:41,False,,709902420923518976,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",sonia_schoecher,132,True,False,,,Neutro
20,21,"RT @rosely200382: #Dilma quer acabar com desemprego,dando vaga pro #LulaGolpista ?",False,0,,2016-03-16 00:41:39,False,,709902414896340992,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",bdinizt,1,True,False,,,Neutro
21,22,"RT @Dirlop13: #VoteiNoPTeNaoMeArrependo 
O JN irá comentar este trecho de Dilma na Delação de Delcidio? https://t.co/ywjrnDWR7m",False,0,,2016-03-16 00:41:39,False,,709902413684146176,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",agamenonsaude13,8,True,False,,,Neutro
22,23,RT @nomesdegato: Dilma chega,False,0,,2016-03-16 00:41:39,False,,709902413453516800,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stylesness,3,True,False,,,Negativo
23,24,RT @fezani: apos manifestaçoes presidente dilma anuncia novos cortes https://t.co/bR4xu1QPe6,False,0,,2016-03-16 00:41:38,False,,709902407979892736,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yooara143,1122,True,False,,,Neutro
24,25,"RT @Boscardin: JN liquidando Dilma, Lula e o PT. O Brasil sabe agora que elegeram-se com dinheiro da corrupção.",False,0,,2016-03-16 00:41:37,False,,709902406365155328,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",drmarcelomki,25,True,False,,,Neutro
25,26,RT @MarceloPintoBA: PGR isenta Dilma e Conselho da Petrobras por cláusulas lesivas em Pasadena https://t.co/7qaCpCYaCA via @tijolaco,False,0,,2016-03-16 00:41:36,False,,709902403412365312,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cassunungarosa,5,True,False,,,Neutro
26,27,Gente!!!!!! Como a Dilma foi capaz? Coitada da Dora. :v �����? https://t.co/EzQfSsCP4B,False,0,,2016-03-16 00:41:36,False,,709902402456047617,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Rannyelrg3,0,False,False,,,Neutro
27,28,RT @AecioNeves: Declaração sobre a possível ida do ex-presidente Lula para um ministério do governo Dilma. https://t.co/mlkL191QUZ,False,0,,2016-03-16 00:41:36,False,,709902401399037952,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smpraddo,219,True,False,,,Neutro
28,29,"RT @RevistaISTOE: Delcídio: ""Fui escalado por Dilma e Lula para barrar a Lava Jato"". https://t.co/kggKbLvZml https://t.co/ZNJMhni5mq",False,0,,2016-03-16 00:41:36,False,,709902401357160452,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ruylobo,360,True,False,,,Neutro
